Item,Location,Payment Method,Transaction ID,Transaction_Date,Sum of Total_Sales,Sum of Quantity,Sum of Price Per Unit
Cookie,Takeaway,Cash,TXN_3465980,2023-07-08 00:00:00,4,4,1
Cookie,Takeaway,Cash,TXN_3638955,2023-09-02 00:00:00,,2,
Cookie,Takeaway,Cash,TXN_3855408,2023-06-02 00:00:00,1,1,1
Cookie,Takeaway,Cash,TXN_4008135,2023-11-25 00:00:00,5,5,1
Cookie,Takeaway,Cash,TXN_4064326,2023-01-07 00:00:00,2,2,1
Cookie,Takeaway,Cash,TXN_4330643,2023-05-15 00:00:00,3,3,1
Cookie,Takeaway,Cash,TXN_4339925,2023-11-23 00:00:00,1,1,1
Cookie,Takeaway,Cash,TXN_4343391,2023-06-01 00:00:00,5,5,1
Cookie,Takeaway,Cash,TXN_4385240,2023-02-10 00:00:00,4,4,1
Cookie,Takeaway,Cash,TXN_4808700,2023-01-13 00:00:00,4,4,1
Cookie,Takeaway,Cash,TXN_5173881,2023-01-29 00:00:00,3,3,1
Cookie,Takeaway,Cash,TXN_5190685,2023-11-12 00:00:00,4,4,1
Cookie,Takeaway,Cash,TXN_5243032,2023-08-24 00:00:00,1,1,1
Cookie,Takeaway,Cash,TXN_5303275,2023-09-18 00:00:00,4,4,1
Cookie,Takeaway,Cash,TXN_5337566,2023-03-08 00:00:00,5,5,1
Cookie,Takeaway,Cash,TXN_5425668,2023-04-09 00:00:00,5,5,1
Cookie,Takeaway,Cash,TXN_5506907,2023-12-08 00:00:00,2,2,1
Cookie,Takeaway,Cash,TXN_5583534,2023-10-31 00:00:00,2,2,1
Cookie,Takeaway,Cash,TXN_5624179,2023-10-26 00:00:00,1,1,1
Cookie,Takeaway,Cash,TXN_5721846,2023-04-14 00:00:00,3,3,1
Cookie,Takeaway,Cash,TXN_5902629,2023-01-26 00:00:00,3,3,1
Cookie,Takeaway,Cash,TXN_6000201,2023-02-16 00:00:00,3,3,1
Cookie,Takeaway,Cash,TXN_6541329,2023-09-28 00:00:00,2,2,1
Cookie,Takeaway,Cash,TXN_6543620,2023-04-08 00:00:00,2,2,1
Cookie,Takeaway,Cash,TXN_6699408,2023-12-22 00:00:00,5,5,1
Cookie,Takeaway,Cash,TXN_6806968,2023-07-03 00:00:00,4,4,1
Cookie,Takeaway,Cash,TXN_7029944,2023-04-17 00:00:00,2,2,1
Cookie,Takeaway,Cash,TXN_7343342,2023-12-21 00:00:00,2,2,1
Cookie,Takeaway,Cash,TXN_7358729,2023-02-25 00:00:00,2,2,1
Cookie,Takeaway,Cash,TXN_7418152,2023-09-21 00:00:00,4,4,1
Cookie,Takeaway,Cash,TXN_7498795,2023-03-11 00:00:00,2,2,1
Cookie,Takeaway,Cash,TXN_7633490,2023-10-27 00:00:00,1,1,1
Cookie,Takeaway,Cash,TXN_7680197,2023-09-23 00:00:00,5,5,1
Cookie,Takeaway,Cash,TXN_7694559,2023-05-05 00:00:00,3,3,1
Cookie,Takeaway,Cash,TXN_7840162,2023-02-27 00:00:00,,5,
Cookie,Takeaway,Cash,TXN_7857126,2023-08-21 00:00:00,4,4,1
Cookie,Takeaway,Cash,TXN_7861799,2023-05-23 00:00:00,2,2,1
Cookie,Takeaway,Cash,TXN_7971660,2023-10-02 00:00:00,3,3,1
Cookie,Takeaway,Cash,TXN_8076942,2023-04-29 00:00:00,2,2,1
Cookie,Takeaway,Cash,TXN_8085790,2023-10-27 00:00:00,4,4,1
Cookie,Takeaway,Cash,TXN_8153550,2023-10-12 00:00:00,2,2,1
Cookie,Takeaway,Cash,TXN_8257774,2023-03-04 00:00:00,5,5,1
Cookie,Takeaway,Cash,TXN_8533584,2023-03-11 00:00:00,2,2,1
Cookie,Takeaway,Cash,TXN_8848847,2023-08-15 00:00:00,3,3,1
Cookie,Takeaway,Cash,TXN_8882176,2023-03-28 00:00:00,4,4,1
Cookie,Takeaway,Cash,TXN_8917300,2023-03-04 00:00:00,1,1,1
Cookie,Takeaway,Cash,TXN_9124680,2023-10-03 00:00:00,2,2,1
Cookie,Takeaway,Cash,TXN_9432758,2023-10-02 00:00:00,3,3,1
Cookie,Takeaway,Cash,TXN_9485101,2023-11-01 00:00:00,2,2,1
Cookie,Takeaway,Cash,TXN_9511794,2023-06-10 00:00:00,1,1,1
Cookie,Takeaway,Cash,TXN_9778859,2023-06-05 00:00:00,3,3,1
Cookie,Takeaway,Cash,TXN_9850541,2023-09-02 00:00:00,4,4,1
Cookie,Takeaway,Cash,TXN_9987017,2023-03-14 00:00:00,5,5,1
Cookie,Takeaway,Credit Card,TXN_1250407,2023-11-21 00:00:00,1,1,1
Cookie,Takeaway,Credit Card,TXN_1272118,2023-04-21 00:00:00,4,4,1
Cookie,Takeaway,Credit Card,TXN_1368769,2023-06-02 00:00:00,3,3,1
Cookie,Takeaway,Credit Card,TXN_1566564,2023-09-08 00:00:00,3,3,1
Cookie,Takeaway,Credit Card,TXN_2253852,2023-08-26 00:00:00,2,2,1
Cookie,Takeaway,Credit Card,TXN_2265984,2023-10-18 00:00:00,5,5,1
Cookie,Takeaway,Credit Card,TXN_2447261,2023-10-15 00:00:00,3,3,1
Cookie,Takeaway,Credit Card,TXN_2493262,2023-01-03 00:00:00,2,2,1
Cookie,Takeaway,Credit Card,TXN_2495788,2023-12-16 00:00:00,2,2,1
Cookie,Takeaway,Credit Card,TXN_2674372,2023-11-14 00:00:00,4,4,1
Cookie,Takeaway,Credit Card,TXN_2694605,2023-11-09 00:00:00,2,2,1
Cookie,Takeaway,Credit Card,TXN_2897794,2023-01-29 00:00:00,4,4,1
Cookie,Takeaway,Credit Card,TXN_2980632,2023-01-14 00:00:00,3,3,1
Cookie,Takeaway,Credit Card,TXN_3038078,2023-04-06 00:00:00,1,1,1
Cookie,Takeaway,Credit Card,TXN_3068204,2023-10-03 00:00:00,1,1,1
Cookie,Takeaway,Credit Card,TXN_3274105,2023-07-28 00:00:00,5,5,1
Cookie,Takeaway,Credit Card,TXN_3431526,2023-12-27 00:00:00,3,3,1
Cookie,Takeaway,Credit Card,TXN_3488590,2023-12-28 00:00:00,,,1
Cookie,Takeaway,Credit Card,TXN_3499910,2023-09-29 00:00:00,4,4,1
Cookie,Takeaway,Credit Card,TXN_3644269,2023-09-26 00:00:00,5,5,1
Cookie,Takeaway,Credit Card,TXN_4135134,2023-08-11 00:00:00,5,5,1
Cookie,Takeaway,Credit Card,TXN_4138399,2023-07-03 00:00:00,5,5,1
Cookie,Takeaway,Credit Card,TXN_4246000,2023-07-09 00:00:00,2,2,1
Cookie,Takeaway,Credit Card,TXN_4343848,2023-07-16 00:00:00,5,5,1
Cookie,Takeaway,Credit Card,TXN_4506936,2023-03-20 00:00:00,1,1,1
Cookie,Takeaway,Credit Card,TXN_4566012,2023-05-10 00:00:00,5,5,1
Cookie,Takeaway,Credit Card,TXN_4583957,2023-10-08 00:00:00,2,2,1
Cookie,Takeaway,Credit Card,TXN_5061028,2023-05-17 00:00:00,1,1,1
Cookie,Takeaway,Credit Card,TXN_5070577,2023-02-07 00:00:00,,,1
Cookie,Takeaway,Credit Card,TXN_5093312,2023-08-12 00:00:00,4,4,1
Cookie,Takeaway,Credit Card,TXN_5226635,2023-02-01 00:00:00,4,4,1
Cookie,Takeaway,Credit Card,TXN_5661323,2023-05-06 00:00:00,2,2,1
Cookie,Takeaway,Credit Card,TXN_5720183,2023-05-30 00:00:00,5,5,1
Cookie,Takeaway,Credit Card,TXN_5734442,2023-10-01 00:00:00,4,4,1
Cookie,Takeaway,Credit Card,TXN_5913013,2023-11-29 00:00:00,2,2,1
Cookie,Takeaway,Credit Card,TXN_6018020,2023-01-12 00:00:00,2,2,1
Cookie,Takeaway,Credit Card,TXN_6064301,2023-07-12 00:00:00,1,1,1
Cookie,Takeaway,Credit Card,TXN_6092344,2023-12-04 00:00:00,5,5,1
Cookie,Takeaway,Credit Card,TXN_6164035,2023-03-30 00:00:00,1,1,1
Cookie,Takeaway,Credit Card,TXN_6202015,2023-08-22 00:00:00,2,2,1
Cookie,Takeaway,Credit Card,TXN_6396940,2023-02-26 00:00:00,2,2,1
Cookie,Takeaway,Credit Card,TXN_6572164,2023-01-15 00:00:00,4,4,1
Cookie,Takeaway,Credit Card,TXN_6650875,2023-01-29 00:00:00,5,5,1
Cookie,Takeaway,Credit Card,TXN_6784478,2023-12-21 00:00:00,2,2,1
Cookie,Takeaway,Credit Card,TXN_6864420,2023-06-18 00:00:00,2,2,1
Cookie,Takeaway,Credit Card,TXN_7485706,2023-11-15 00:00:00,5,5,1
Cookie,Takeaway,Credit Card,TXN_7551280,2023-04-14 00:00:00,4,4,1
Cookie,Takeaway,Credit Card,TXN_7602467,2023-10-17 00:00:00,1,1,1
Cookie,Takeaway,Credit Card,TXN_7644786,2023-01-20 00:00:00,3,3,1
Cookie,Takeaway,Credit Card,TXN_7681072,2023-07-07 00:00:00,1,1,1
Cookie,Takeaway,Credit Card,TXN_7811387,2023-11-30 00:00:00,5,5,1
Cookie,Takeaway,Credit Card,TXN_7838802,2023-11-20 00:00:00,2,2,1
Cookie,Takeaway,Credit Card,TXN_7873479,2023-03-18 00:00:00,1,1,1
Cookie,Takeaway,Credit Card,TXN_7921799,2023-09-14 00:00:00,1,1,1
Cookie,Takeaway,Credit Card,TXN_7986904,2023-08-11 00:00:00,3,3,1
Cookie,Takeaway,Credit Card,TXN_8036176,2023-06-20 00:00:00,4,4,1
Cookie,Takeaway,Credit Card,TXN_8131052,2023-09-16 00:00:00,1,1,1
Cookie,Takeaway,Credit Card,TXN_8209125,2023-01-30 00:00:00,3,3,1
Cookie,Takeaway,Credit Card,TXN_8587529,2023-07-09 00:00:00,2,2,1
Cookie,Takeaway,Credit Card,TXN_8620426,2023-11-28 00:00:00,3,3,1
Cookie,Takeaway,Credit Card,TXN_8732935,2023-08-06 00:00:00,4,4,1
Cookie,Takeaway,Credit Card,TXN_8753888,2023-12-25 00:00:00,4,4,1
Cookie,Takeaway,Credit Card,TXN_9056301,2023-03-02 00:00:00,2,2,1
Cookie,Takeaway,Credit Card,TXN_9186913,2023-10-16 00:00:00,2,2,1
Cookie,Takeaway,Credit Card,TXN_9263299,2023-10-08 00:00:00,2,2,1
Cookie,Takeaway,Credit Card,TXN_9507397,2023-10-26 00:00:00,3,3,1
Cookie,Takeaway,Credit Card,TXN_9810868,2023-10-05 00:00:00,1,1,1
Cookie,Takeaway,Digital Wallet,TXN_1002457,2023-09-29 00:00:00,5,5,1
Cookie,Takeaway,Digital Wallet,TXN_1058466,2023-12-07 00:00:00,3,3,1
Cookie,Takeaway,Digital Wallet,TXN_1165779,2023-06-30 00:00:00,4,4,1
Cookie,Takeaway,Digital Wallet,TXN_1259824,2023-04-29 00:00:00,,,1
Cookie,Takeaway,Digital Wallet,TXN_1317114,2023-11-06 00:00:00,2,2,1
Cookie,Takeaway,Digital Wallet,TXN_1343750,2023-02-15 00:00:00,2,2,1
Cookie,Takeaway,Digital Wallet,TXN_1645743,2023-07-02 00:00:00,4,4,1
Cookie,Takeaway,Digital Wallet,TXN_1719440,2023-07-13 00:00:00,5,5,1
Cookie,Takeaway,Digital Wallet,TXN_1724233,2023-02-01 00:00:00,5,5,1
Cookie,Takeaway,Digital Wallet,TXN_1759063,2023-09-09 00:00:00,2,2,1
Cookie,Takeaway,Digital Wallet,TXN_1830432,2023-11-02 00:00:00,3,3,1
Cookie,Takeaway,Digital Wallet,TXN_1867158,2023-05-16 00:00:00,4,4,1
Cookie,Takeaway,Digital Wallet,TXN_2014042,2023-10-27 00:00:00,4,4,1
Cookie,Takeaway,Digital Wallet,TXN_2084080,2023-09-22 00:00:00,4,4,1
Cookie,Takeaway,Digital Wallet,TXN_2140056,2023-12-07 00:00:00,1,1,1
Cookie,Takeaway,Digital Wallet,TXN_2172301,2023-04-06 00:00:00,4,4,1
Cookie,Takeaway,Digital Wallet,TXN_2345326,2023-01-29 00:00:00,,,1
Cookie,Takeaway,Digital Wallet,TXN_2547156,2023-08-18 00:00:00,3,3,1
Cookie,Takeaway,Digital Wallet,TXN_2640771,2023-01-27 00:00:00,2,2,1
Cookie,Takeaway,Digital Wallet,TXN_2844982,2023-03-04 00:00:00,1,1,1
Cookie,Takeaway,Digital Wallet,TXN_2911864,2023-03-21 00:00:00,3,3,1
Cookie,Takeaway,Digital Wallet,TXN_2946829,2023-02-08 00:00:00,2,2,1
Cookie,Takeaway,Digital Wallet,TXN_3042768,2023-09-07 00:00:00,3,3,1
Cookie,Takeaway,Digital Wallet,TXN_3107619,2023-05-31 00:00:00,2,2,1
Cookie,Takeaway,Digital Wallet,TXN_3206293,2023-05-04 00:00:00,5,5,1
Cookie,Takeaway,Digital Wallet,TXN_3224397,2023-05-15 00:00:00,4,4,1
Cookie,Takeaway,Digital Wallet,TXN_3286932,2023-07-11 00:00:00,1,1,1
Cookie,Takeaway,Digital Wallet,TXN_3375399,2023-05-21 00:00:00,,,1
Cookie,Takeaway,Digital Wallet,TXN_3484276,2023-06-14 00:00:00,5,5,1
Cookie,Takeaway,Digital Wallet,TXN_3541337,2023-09-01 00:00:00,4,4,1
Cookie,Takeaway,Digital Wallet,TXN_3863163,2023-10-12 00:00:00,3,3,1
Cookie,Takeaway,Digital Wallet,TXN_4209748,2023-10-24 00:00:00,2,2,1
Cookie,Takeaway,Digital Wallet,TXN_4251500,2023-11-11 00:00:00,4,4,1
Cookie,Takeaway,Digital Wallet,TXN_4358673,2023-12-28 00:00:00,5,5,1
Cookie,Takeaway,Digital Wallet,TXN_4411007,2023-05-17 00:00:00,5,5,1
Cookie,Takeaway,Digital Wallet,TXN_4536827,2023-10-14 00:00:00,,3,
Cookie,Takeaway,Digital Wallet,TXN_4602865,2023-09-27 00:00:00,5,5,1
Cookie,Takeaway,Digital Wallet,TXN_4673812,2023-05-01 00:00:00,2,2,1
Cookie,Takeaway,Digital Wallet,TXN_4818703,2023-04-20 00:00:00,2,2,1
Cookie,Takeaway,Digital Wallet,TXN_4860027,2023-07-28 00:00:00,5,5,1
Cookie,Takeaway,Digital Wallet,TXN_5023419,2023-02-26 00:00:00,3,3,1
Cookie,Takeaway,Digital Wallet,TXN_5117140,2023-08-17 00:00:00,5,5,1
Cookie,Takeaway,Digital Wallet,TXN_5220527,2023-08-06 00:00:00,4,4,1
Cookie,Takeaway,Digital Wallet,TXN_5234152,2023-03-26 00:00:00,5,5,1
Cookie,Takeaway,Digital Wallet,TXN_5313347,2023-12-10 00:00:00,2,2,1
Cookie,Takeaway,Digital Wallet,TXN_5499915,2023-02-01 00:00:00,2,2,1
Cookie,Takeaway,Digital Wallet,TXN_5538713,2023-09-20 00:00:00,2,2,1
Cookie,Takeaway,Digital Wallet,TXN_5577030,2023-02-15 00:00:00,4,4,1
Cookie,Takeaway,Digital Wallet,TXN_5588239,2023-03-31 00:00:00,1,1,1
Cookie,Takeaway,Digital Wallet,TXN_5944206,2023-05-12 00:00:00,5,5,1
Cookie,Takeaway,Digital Wallet,TXN_6053755,2023-01-18 00:00:00,4,4,1
Cookie,Takeaway,Digital Wallet,TXN_6276679,2023-11-08 00:00:00,3,3,1
Cookie,Takeaway,Digital Wallet,TXN_6379692,2023-11-05 00:00:00,,5,
Cookie,Takeaway,Digital Wallet,TXN_6623508,2023-05-18 00:00:00,5,5,1
Cookie,Takeaway,Digital Wallet,TXN_6731518,2023-12-04 00:00:00,1,1,1
Cookie,Takeaway,Digital Wallet,TXN_6762250,2023-06-17 00:00:00,2,2,1
Cookie,Takeaway,Digital Wallet,TXN_6795640,2023-01-28 00:00:00,4,4,1
Cookie,Takeaway,Digital Wallet,TXN_6815753,2023-10-27 00:00:00,4,4,1
Cookie,Takeaway,Digital Wallet,TXN_6815801,2023-03-15 00:00:00,1,1,1
Cookie,Takeaway,Digital Wallet,TXN_6991528,2023-08-17 00:00:00,3,3,1
Cookie,Takeaway,Digital Wallet,TXN_7134579,2023-06-06 00:00:00,5,5,1
Cookie,Takeaway,Digital Wallet,TXN_7328705,2023-09-09 00:00:00,4,4,1
Cookie,Takeaway,Digital Wallet,TXN_7412782,2023-03-28 00:00:00,2,2,1
Cookie,Takeaway,Digital Wallet,TXN_7434172,2023-11-14 00:00:00,2,2,1
Cookie,Takeaway,Digital Wallet,TXN_7503593,2023-04-19 00:00:00,5,5,1
Cookie,Takeaway,Digital Wallet,TXN_7694020,2023-08-06 00:00:00,,2,
Cookie,Takeaway,Digital Wallet,TXN_7963189,2023-03-24 00:00:00,4,4,1
Cookie,Takeaway,Digital Wallet,TXN_8103630,2023-03-08 00:00:00,1,1,1
Cookie,Takeaway,Digital Wallet,TXN_8134280,2023-01-29 00:00:00,1,1,1
Cookie,Takeaway,Digital Wallet,TXN_8186625,2023-07-21 00:00:00,1,1,1
Cookie,Takeaway,Digital Wallet,TXN_8277583,2023-08-15 00:00:00,5,5,1
Cookie,Takeaway,Digital Wallet,TXN_8294790,2023-09-01 00:00:00,1,1,1
Cookie,Takeaway,Digital Wallet,TXN_8472308,2023-08-19 00:00:00,2,2,1
Cookie,Takeaway,Digital Wallet,TXN_8930109,2023-05-17 00:00:00,5,5,1
Cookie,Takeaway,Digital Wallet,TXN_9018535,2023-05-05 00:00:00,,2,
Cookie,Takeaway,Digital Wallet,TXN_9313535,2023-06-04 00:00:00,1,1,1
Cookie,Takeaway,Digital Wallet,TXN_9500986,2023-05-10 00:00:00,2,2,1
Cookie,Takeaway,Digital Wallet,TXN_9526867,2023-10-21 00:00:00,2,2,1
Cookie,Takeaway,Digital Wallet,TXN_9540864,2023-08-07 00:00:00,2,2,1
Cookie,Takeaway,Digital Wallet,TXN_9830755,2023-06-24 00:00:00,5,5,1
Cookie,Takeaway,Digital Wallet,TXN_9833245,2023-04-30 00:00:00,1,1,1
Cookie,Takeaway,Digital Wallet,TXN_9969836,2023-04-06 00:00:00,5,5,1
Cookie,Takeaway,UNKNOWN,TXN_1181626,2023-02-06 00:00:00,4,4,1
Cookie,Takeaway,UNKNOWN,TXN_1193551,2023-01-07 00:00:00,1,1,1
Cookie,Takeaway,UNKNOWN,TXN_1332623,2023-07-15 00:00:00,2,2,1
Cookie,Takeaway,UNKNOWN,TXN_1371708,2023-03-14 00:00:00,2,2,1
Cookie,Takeaway,UNKNOWN,TXN_1467546,2023-07-20 00:00:00,3,3,1
Cookie,Takeaway,UNKNOWN,TXN_1560873,2023-07-19 00:00:00,2,2,1
Cookie,Takeaway,UNKNOWN,TXN_1583315,2023-10-17 00:00:00,3,3,1
Cookie,Takeaway,UNKNOWN,TXN_1770073,2023-12-03 00:00:00,2,2,1
Cookie,Takeaway,UNKNOWN,TXN_1882390,2023-05-22 00:00:00,1,1,1
Cookie,Takeaway,UNKNOWN,TXN_1888706,2023-11-26 00:00:00,1,1,1
Cookie,Takeaway,UNKNOWN,TXN_1906642,2023-06-06 00:00:00,4,4,1
Cookie,Takeaway,UNKNOWN,TXN_1931190,2023-12-31 00:00:00,3,3,1
Cookie,Takeaway,UNKNOWN,TXN_1958525,2023-10-08 00:00:00,3,3,1
Cookie,Takeaway,UNKNOWN,TXN_1992699,2023-05-08 00:00:00,2,2,1
Cookie,Takeaway,UNKNOWN,TXN_2050630,2023-01-18 00:00:00,3,3,1
Cookie,Takeaway,UNKNOWN,TXN_2078474,2023-11-03 00:00:00,2,2,1
Cookie,Takeaway,UNKNOWN,TXN_2161957,2023-05-19 00:00:00,2,2,1
Cookie,Takeaway,UNKNOWN,TXN_2168277,2023-06-02 00:00:00,1,1,1
Cookie,Takeaway,UNKNOWN,TXN_2377708,2023-01-03 00:00:00,1,1,1
Cookie,Takeaway,UNKNOWN,TXN_2475111,2023-03-31 00:00:00,3,3,1
Cookie,Takeaway,UNKNOWN,TXN_2536021,2023-10-02 00:00:00,5,5,1
Cookie,Takeaway,UNKNOWN,TXN_2651789,2023-02-10 00:00:00,1,1,1
Cookie,Takeaway,UNKNOWN,TXN_2797871,2023-09-21 00:00:00,2,2,1
Cookie,Takeaway,UNKNOWN,TXN_2802630,2023-06-18 00:00:00,4,4,1
Cookie,Takeaway,UNKNOWN,TXN_2976052,2023-11-01 00:00:00,5,5,1
Cookie,Takeaway,UNKNOWN,TXN_3027490,2023-02-25 00:00:00,3,3,1
Cookie,Takeaway,UNKNOWN,TXN_3130548,2023-08-21 00:00:00,4,4,1
Cookie,Takeaway,UNKNOWN,TXN_3232227,2023-03-30 00:00:00,4,4,1
Cookie,Takeaway,UNKNOWN,TXN_3332915,2023-01-19 00:00:00,2,2,1
Cookie,Takeaway,UNKNOWN,TXN_3360649,2023-09-10 00:00:00,2,2,1
Cookie,Takeaway,UNKNOWN,TXN_3444519,2023-03-10 00:00:00,4,4,1
Cookie,Takeaway,UNKNOWN,TXN_3477101,2023-05-02 00:00:00,4,4,1
Cookie,Takeaway,UNKNOWN,TXN_3528020,2023-08-26 00:00:00,1,1,1
Cookie,Takeaway,UNKNOWN,TXN_3547825,2023-09-04 00:00:00,3,3,1
Cookie,Takeaway,UNKNOWN,TXN_3585464,2023-09-12 00:00:00,3,3,1
Cookie,Takeaway,UNKNOWN,TXN_3613385,2023-05-26 00:00:00,3,3,1
Cookie,Takeaway,UNKNOWN,TXN_3664656,2023-08-13 00:00:00,5,5,1
Cookie,Takeaway,UNKNOWN,TXN_3713527,2023-03-08 00:00:00,4,4,1
Cookie,Takeaway,UNKNOWN,TXN_3947201,2023-06-17 00:00:00,5,5,1
Cookie,Takeaway,UNKNOWN,TXN_3955361,2023-04-02 00:00:00,5,5,1
Cookie,Takeaway,UNKNOWN,TXN_4049949,2023-11-06 00:00:00,1,1,1
Cookie,Takeaway,UNKNOWN,TXN_4051488,2023-06-09 00:00:00,4,4,1
Cookie,Takeaway,UNKNOWN,TXN_4155134,2023-05-07 00:00:00,1,1,1
Cookie,Takeaway,UNKNOWN,TXN_4224284,2023-09-04 00:00:00,2,2,1
Cookie,Takeaway,UNKNOWN,TXN_4226572,2023-05-16 00:00:00,3,3,1
Cookie,Takeaway,UNKNOWN,TXN_4378637,2023-05-12 00:00:00,1,1,1
Cookie,Takeaway,UNKNOWN,TXN_4392519,2023-09-20 00:00:00,2,2,1
Cookie,Takeaway,UNKNOWN,TXN_4397994,2023-09-26 00:00:00,5,5,1
Cookie,Takeaway,UNKNOWN,TXN_4416331,2023-02-13 00:00:00,1,1,1
Cookie,Takeaway,UNKNOWN,TXN_4597600,2023-11-15 00:00:00,5,5,1
Cookie,Takeaway,UNKNOWN,TXN_4643305,2023-04-12 00:00:00,4,4,1
Cookie,Takeaway,UNKNOWN,TXN_4649079,2023-07-26 00:00:00,4,4,1
Cookie,Takeaway,UNKNOWN,TXN_4746320,2023-04-02 00:00:00,2,2,1
Cookie,Takeaway,UNKNOWN,TXN_4766317,2023-09-23 00:00:00,2,2,1
Cookie,Takeaway,UNKNOWN,TXN_4791243,2023-05-12 00:00:00,5,5,1
Cookie,Takeaway,UNKNOWN,TXN_4876440,2023-07-01 00:00:00,3,3,1
Cookie,Takeaway,UNKNOWN,TXN_4891221,2023-12-09 00:00:00,5,5,1
Cookie,Takeaway,UNKNOWN,TXN_5039624,2023-04-27 00:00:00,4,4,1
Cookie,Takeaway,UNKNOWN,TXN_5105810,2023-01-17 00:00:00,,5,
Cookie,Takeaway,UNKNOWN,TXN_5189465,2023-10-04 00:00:00,4,4,1
Cookie,Takeaway,UNKNOWN,TXN_5238755,2023-06-01 00:00:00,3,3,1
Cookie,Takeaway,UNKNOWN,TXN_5454841,2023-06-04 00:00:00,5,5,1
Cookie,Takeaway,UNKNOWN,TXN_5830991,2023-11-07 00:00:00,4,4,1
Cookie,Takeaway,UNKNOWN,TXN_5905025,2023-03-08 00:00:00,4,4,1
Cookie,Takeaway,UNKNOWN,TXN_6568440,2023-06-15 00:00:00,1,1,1
Cookie,Takeaway,UNKNOWN,TXN_6778177,2023-10-12 00:00:00,4,4,1
Cookie,Takeaway,UNKNOWN,TXN_7010218,2023-04-29 00:00:00,4,4,1
Cookie,Takeaway,UNKNOWN,TXN_7083168,2023-06-01 00:00:00,4,4,1
Cookie,Takeaway,UNKNOWN,TXN_7104682,2023-08-31 00:00:00,5,5,1
Cookie,Takeaway,UNKNOWN,TXN_7311815,2023-05-11 00:00:00,4,4,1
Cookie,Takeaway,UNKNOWN,TXN_7323040,2023-11-09 00:00:00,3,3,1
Cookie,Takeaway,UNKNOWN,TXN_7497565,2023-10-07 00:00:00,4,4,1
Cookie,Takeaway,UNKNOWN,TXN_7556108,2023-01-17 00:00:00,5,5,1
Cookie,Takeaway,UNKNOWN,TXN_8172897,2023-03-14 00:00:00,3,3,1
Cookie,Takeaway,UNKNOWN,TXN_8209509,2023-11-09 00:00:00,4,4,1
Cookie,Takeaway,UNKNOWN,TXN_8244640,2023-09-24 00:00:00,1,1,1
Cookie,Takeaway,UNKNOWN,TXN_8402606,2023-05-09 00:00:00,3,3,1
Cookie,Takeaway,UNKNOWN,TXN_8567525,2023-12-30 00:00:00,2,2,1
Cookie,Takeaway,UNKNOWN,TXN_8697749,2023-07-24 00:00:00,3,3,1
Cookie,Takeaway,UNKNOWN,TXN_8877644,2023-09-01 00:00:00,2,2,1
Cookie,Takeaway,UNKNOWN,TXN_8942747,2023-12-14 00:00:00,5,5,1
Cookie,Takeaway,UNKNOWN,TXN_9072817,2023-07-18 00:00:00,5,5,1
Cookie,Takeaway,UNKNOWN,TXN_9339037,2023-07-21 00:00:00,2,2,1
Cookie,Takeaway,UNKNOWN,TXN_9410981,2023-02-07 00:00:00,2,2,1
Cookie,Takeaway,UNKNOWN,TXN_9437049,2023-06-01 00:00:00,5,5,1
Cookie,Takeaway,UNKNOWN,TXN_9600016,2023-05-06 00:00:00,4,4,1
Cookie,Takeaway,UNKNOWN,TXN_9764251,2023-06-18 00:00:00,4,4,1
Cookie,Takeaway,UNKNOWN,TXN_9836829,2023-10-15 00:00:00,,,1
Cookie,Takeaway,UNKNOWN,TXN_9861432,2023-12-09 00:00:00,2,2,1
Cookie,Takeaway,UNKNOWN,TXN_9923952,2023-08-08 00:00:00,4,4,1
Cookie,Takeaway,UNKNOWN,TXN_9926931,2023-01-26 00:00:00,5,5,1
Juice,Takeaway,Cash,TXN_1108663,2023-08-16 00:00:00,9,3,3
Juice,Takeaway,Cash,TXN_1227800,2023-02-19 00:00:00,9,3,3
Juice,Takeaway,Cash,TXN_1425215,2023-03-13 00:00:00,3,1,3
Juice,Takeaway,Cash,TXN_1633607,2023-03-13 00:00:00,3,1,3
Juice,Takeaway,Cash,TXN_1681153,2023-02-09 00:00:00,9,3,3
Juice,Takeaway,Cash,TXN_1714471,2023-08-17 00:00:00,12,4,3
Juice,Takeaway,Cash,TXN_1730850,2023-12-15 00:00:00,6,2,3
Juice,Takeaway,Cash,TXN_2366464,2023-06-05 00:00:00,3,1,3
Juice,Takeaway,Cash,TXN_2480488,2023-03-01 00:00:00,6,2,3
Juice,Takeaway,Cash,TXN_2570829,2023-03-31 00:00:00,3,1,3
Juice,Takeaway,Cash,TXN_2784588,2023-03-26 00:00:00,6,2,3
Juice,Takeaway,Cash,TXN_2786231,2023-08-17 00:00:00,3,1,3
Juice,Takeaway,Cash,TXN_3048882,2023-12-30 00:00:00,6,2,3
Juice,Takeaway,Cash,TXN_3106811,2023-09-27 00:00:00,9,3,3
Juice,Takeaway,Cash,TXN_3365018,2023-02-06 00:00:00,15,5,3
Juice,Takeaway,Cash,TXN_3709394,2023-01-15 00:00:00,12,4,3
Juice,Takeaway,Cash,TXN_3974663,2023-10-02 00:00:00,9,3,3
Juice,Takeaway,Cash,TXN_4006067,2023-01-30 00:00:00,12,4,3
Juice,Takeaway,Cash,TXN_4224423,2023-08-27 00:00:00,9,3,3
Juice,Takeaway,Cash,TXN_4224427,2023-01-23 00:00:00,12,4,3
